%
%
% Run:TEST  Table:COMPGRID          SWAN version:41.20
%
%       Xp            Yp            Hsig          Dir           RTpeak        TDir     
%       [m]           [m]           [m]           [degr]        [sec]         [degr]   
%
         960.          700.       0.96331       358.385        9.5726       358.385 
         970.          700.       0.96210       358.354        9.5726       358.354 
         980.          700.       0.96093       358.325        9.5726       358.325 
         990.          700.       0.95980       358.299        9.5726       358.299 
        1000.          700.       0.95876       358.280        9.5726       358.280 
           0.          710.       1.00106         0.000        9.5726         0.000 
          10.          710.       1.00106         0.000        9.5726         0.000 
          20.          710.       1.00106         0.000        9.5726         0.000 
          30.          710.       1.00105         0.000        9.5726         0.000 
          40.          710.       1.00105         0.000        9.5726         0.000 
          50.          710.       1.00105         0.000        9.5726         0.000 
          60.          710.       1.00105         0.000        9.5726         0.000 
          70.          710.       1.00105         0.000        9.5726         0.000 
          80.          710.       1.00105         0.000        9.5726         0.000 
          90.          710.       1.00105         0.000        9.5726         0.000 
         100.          710.       1.00105         0.000        9.5726         0.000 
         110.          710.       1.00105         0.000        9.5726         0.000 
         120.          710.       1.00105         0.000        9.5726         0.000 
         130.          710.       1.00105         0.000        9.5726         0.000 
         140.          710.       1.00105         0.000        9.5726         0.000 
         150.          710.       1.00105         0.000        9.5726         0.000 
         160.          710.       1.00105         0.000        9.5726         0.000 
         170.          710.       1.00105         0.000        9.5726         0.000 
         180.          710.       1.00105         0.000        9.5726         0.000 
         190.          710.       1.00104         0.000        9.5726         0.000 
         200.          710.       1.00104         0.000        9.5726         0.000 
         210.          710.       1.00104         0.000        9.5726         0.000 
         220.          710.       1.00104         0.000        9.5726         0.000 
         230.          710.       1.00104         0.000        9.5726         0.000 
         240.          710.       1.00104         0.000        9.5726         0.000 
         250.          710.       1.00104         0.000        9.5726         0.000 
         260.          710.       1.00104         0.000        9.5726         0.000 
         270.          710.       1.00104         0.000        9.5726         0.000 
         280.          710.       1.00104         0.000        9.5726         0.000 
         290.          710.       1.00104         0.000        9.5726         0.000 
         300.          710.       1.00104         0.000        9.5726         0.000 
         310.          710.       1.00104         0.000        9.5726         0.000 
         320.          710.       1.00104         0.000        9.5726         0.000 
         330.          710.       1.00104         0.000        9.5726         0.000 
         340.          710.       1.00103         0.000        9.5726         0.000 
         350.          710.       1.00103         0.000        9.5726         0.000 
         360.          710.       1.00103         0.000        9.5726         0.000 
         370.          710.       1.00103         0.000        9.5726         0.000 
         380.          710.       1.00103         0.000        9.5726         0.000 
         390.          710.       1.00103         0.000        9.5726         0.000 
         400.          710.       1.00103         0.000        9.5726         0.000 
         410.          710.       1.00103         0.000        9.5726         0.000 
         420.          710.       1.00103         0.000        9.5726         0.000 
         430.          710.       1.00103         0.000        9.5726         0.000 
         440.          710.       1.00103         0.000        9.5726         0.000 
         450.          710.       1.00103         0.000        9.5726         0.000 
         460.          710.       1.00103         0.000        9.5726         0.000 
         470.          710.       1.00103         0.000        9.5726         0.000 
         480.          710.       1.00103         0.000        9.5726         0.000 
         490.          710.       1.00103         0.000        9.5726         0.000 
         500.          710.       1.00102         0.000        9.5726         0.000 
         510.          710.       1.00102         0.000        9.5726         0.000 
         520.          710.       1.00102         0.000        9.5726         0.000 
         530.          710.       1.00102       360.000        9.5726       360.000 
         540.          710.       1.00102       360.000        9.5726       360.000 
         550.          710.       1.00102       360.000        9.5726       360.000 
         560.          710.       1.00102       360.000        9.5726       360.000 
         570.          710.       1.00102       360.000        9.5726       360.000 
         580.          710.       1.00102         0.000        9.5726         0.000 
         590.          710.       1.00102         0.001        9.5726         0.001 
         600.          710.       1.00103         0.001        9.5726         0.001 
         610.          710.       1.00104         0.002        9.5726         0.002 
         620.          710.       1.00104         0.001        9.5726         0.001 
         630.          710.       1.00103       359.999        9.5726       359.999 
         640.          710.       1.00099       359.994        9.5726       359.994 
         650.          710.       1.00091       359.987        9.5726       359.987 
         660.          710.       1.00078       359.975        9.5726       359.975 
         670.          710.       1.00059       359.960        9.5726       359.960 
         680.          710.       1.00032       359.939        9.5726       359.939 
         690.          710.       0.99996       359.914        9.5726       359.914 
         700.          710.       0.99952       359.884        9.5726       359.884 
         710.          710.       0.99897       359.848        9.5726       359.848 
         720.          710.       0.99833       359.808        9.5726       359.808 
         730.          710.       0.99759       359.764        9.5726       359.764 
         740.          710.       0.99676       359.716        9.5726       359.716 
         750.          710.       0.99583       359.664        9.5726       359.664 
         760.          710.       0.99482       359.609        9.5726       359.609 
         770.          710.       0.99373       359.552        9.5726       359.552 
         780.          710.       0.99258       359.494        9.5726       359.494 
         790.          710.       0.99136       359.434        9.5726       359.434 
         800.          710.       0.99009       359.373        9.5726       359.373 
         810.          710.       0.98877       359.311        9.5726       359.311 
         820.          710.       0.98742       359.250        9.5726       359.250 
         830.          710.       0.98604       359.190        9.5726       359.190 
         840.          710.       0.98464       359.130        9.5726       359.130 
         850.          710.       0.98323       359.071        9.5726       359.071 
         860.          710.       0.98181       359.014        9.5726       359.014 
         870.          710.       0.98039       358.958        9.5726       358.958 
         880.          710.       0.97897       358.904        9.5726       358.904 
         890.          710.       0.97757       358.851        9.5726       358.851 
         900.          710.       0.97617       358.801        9.5726       358.801 
         910.          710.       0.97480       358.753        9.5726       358.753 
         920.          710.       0.97345       358.707        9.5726       358.708 
         930.          710.       0.97212       358.664        9.5726       358.664 
         940.          710.       0.97082       358.623        9.5726       358.623 
         950.          710.       0.96955       358.584        9.5726       358.584 
         960.          710.       0.96831       358.547        9.5726       358.547 
         970.          710.       0.96711       358.513        9.5726       358.513 
         980.          710.       0.96594       358.480        9.5726       358.481 
         990.          710.       0.96480       358.451        9.5726       358.451 
        1000.          710.       0.96374       358.426        9.5726       358.426 
           0.          720.       1.00106         0.000        9.5726         0.000 
          10.          720.       1.00106         0.000        9.5726         0.000 
          20.          720.       1.00106         0.000        9.5726         0.000 
          30.          720.       1.00105         0.000        9.5726         0.000 
          40.          720.       1.00105         0.000        9.5726         0.000 
          50.          720.       1.00105         0.000        9.5726         0.000 
          60.          720.       1.00105         0.000        9.5726         0.000 
          70.          720.       1.00105         0.000        9.5726         0.000 
          80.          720.       1.00105         0.000        9.5726         0.000 
          90.          720.       1.00105         0.000        9.5726         0.000 
         100.          720.       1.00105         0.000        9.5726         0.000 
         110.          720.       1.00105         0.000        9.5726         0.000 
         120.          720.       1.00105         0.000        9.5726         0.000 
         130.          720.       1.00105         0.000        9.5726         0.000 
         140.          720.       1.00105         0.000        9.5726         0.000 
         150.          720.       1.00105         0.000        9.5726         0.000 
         160.          720.       1.00105         0.000        9.5726         0.000 
         170.          720.       1.00105         0.000        9.5726         0.000 
         180.          720.       1.00105         0.000        9.5726         0.000 
         190.          720.       1.00104         0.000        9.5726         0.000 
         200.          720.       1.00104         0.000        9.5726         0.000 
         210.          720.       1.00104         0.000        9.5726         0.000 
         220.          720.       1.00104         0.000        9.5726         0.000 
         230.          720.       1.00104         0.000        9.5726         0.000 
         240.          720.       1.00104         0.000        9.5726         0.000 
         250.          720.       1.00104         0.000        9.5726         0.000 
         260.          720.       1.00104         0.000        9.5726         0.000 
         270.          720.       1.00104         0.000        9.5726         0.000 
         280.          720.       1.00104         0.000        9.5726         0.000 
         290.          720.       1.00104         0.000        9.5726         0.000 
         300.          720.       1.00104         0.000        9.5726         0.000 
         310.          720.       1.00104         0.000        9.5726         0.000 
         320.          720.       1.00104         0.000        9.5726         0.000 
         330.          720.       1.00104         0.000        9.5726         0.000 
         340.          720.       1.00103         0.000        9.5726         0.000 
         350.          720.       1.00103         0.000        9.5726         0.000 
         360.          720.       1.00103         0.000        9.5726         0.000 
         370.          720.       1.00103         0.000        9.5726         0.000 
         380.          720.       1.00103         0.000        9.5726         0.000 
         390.          720.       1.00103         0.000        9.5726         0.000 
         400.          720.       1.00103         0.000        9.5726         0.000 
         410.          720.       1.00103         0.000        9.5726         0.000 
         420.          720.       1.00103         0.000        9.5726         0.000 
         430.          720.       1.00103         0.000        9.5726         0.000 
         440.          720.       1.00103         0.000        9.5726         0.000 
         450.          720.       1.00103         0.000        9.5726         0.000 
         460.          720.       1.00103         0.000        9.5726         0.000 
         470.          720.       1.00103         0.000        9.5726         0.000 
         480.          720.       1.00103         0.000        9.5726         0.000 
         490.          720.       1.00103         0.000        9.5726         0.000 
         500.          720.       1.00102         0.000        9.5726         0.000 
         510.          720.       1.00102         0.000        9.5726         0.000 
         520.          720.       1.00102         0.000        9.5726         0.000 
         530.          720.       1.00102         0.000        9.5726         0.000 
         540.          720.       1.00102       360.000        9.5726       360.000 
         550.          720.       1.00102       360.000        9.5726       360.000 
         560.          720.       1.00102       360.000        9.5726       360.000 
         570.          720.       1.00102       360.000        9.5726       360.000 
         580.          720.       1.00102       360.000        9.5726         0.000 
         590.          720.       1.00102         0.000        9.5726         0.000 
         600.          720.       1.00102         0.001        9.5726         0.001 
         610.          720.       1.00103         0.001        9.5726         0.001 
         620.          720.       1.00103         0.001        9.5726         0.001 
         630.          720.       1.00103       360.000        9.5726       360.000 
         640.          720.       1.00101       359.998        9.5726       359.998 
         650.          720.       1.00097       359.993        9.5726       359.993 
         660.          720.       1.00090       359.987        9.5726       359.987 
         670.          720.       1.00079       359.977        9.5726       359.977 
         680.          720.       1.00062       359.964        9.5726       359.964 
         690.          720.       1.00039       359.947        9.5726       359.947 
         700.          720.       1.00010       359.925        9.5726       359.925 
         710.          720.       0.99972       359.900        9.5726       359.900 
         720.          720.       0.99927       359.869        9.5726       359.869 
         730.          720.       0.99873       359.835        9.5726       359.835 
         740.          720.       0.99810       359.797        9.5726       359.797 
         750.          720.       0.99740       359.755        9.5726       359.755 
         760.          720.       0.99661       359.710        9.5726       359.710 
         770.          720.       0.99574       359.662        9.5726       359.662 
         780.          720.       0.99480       359.612        9.5726       359.612 
         790.          720.       0.99380       359.559        9.5726       359.559 
         800.          720.       0.99274       359.505        9.5726       359.505 
         810.          720.       0.99162       359.450        9.5726       359.450 
         820.          720.       0.99046       359.395        9.5726       359.395 
         830.          720.       0.98926       359.339        9.5726       359.339 
         840.          720.       0.98803       359.283        9.5726       359.283 
         850.          720.       0.98677       359.227        9.5726       359.227 
         860.          720.       0.98550       359.172        9.5726       359.172 
         870.          720.       0.98421       359.118        9.5726       359.118 
         880.          720.       0.98291       359.066        9.5726       359.066 
         890.          720.       0.98161       359.014        9.5726       359.014 
         900.          720.       0.98032       358.964        9.5726       358.964 
         910.          720.       0.97903       358.916        9.5726       358.916 
         920.          720.       0.97775       358.869        9.5726       358.869 
         930.          720.       0.97649       358.824        9.5726       358.825 
         940.          720.       0.97524       358.782        9.5726       358.782 
         950.          720.       0.97401       358.741        9.5726       358.741 
         960.          720.       0.97281       358.702        9.5726       358.702 
         970.          720.       0.97163       358.665        9.5726       358.665 
         980.          720.       0.97048       358.630        9.5726       358.630 
         990.          720.       0.96935       358.597        9.5726       358.597 
        1000.          720.       0.96828       358.570        9.5726       358.570 
           0.          730.       1.00106         0.000        9.5726         0.000 
          10.          730.       1.00106         0.000        9.5726         0.000 
          20.          730.       1.00106         0.000        9.5726         0.000 
          30.          730.       1.00105         0.000        9.5726         0.000 
          40.          730.       1.00105         0.000        9.5726         0.000 
          50.          730.       1.00105         0.000        9.5726         0.000 
          60.          730.       1.00105         0.000        9.5726         0.000 
          70.          730.       1.00105         0.000        9.5726         0.000 
          80.          730.       1.00105         0.000        9.5726         0.000 
          90.          730.       1.00105         0.000        9.5726         0.000 
         100.          730.       1.00105         0.000        9.5726         0.000 
         110.          730.       1.00105         0.000        9.5726         0.000 
         120.          730.       1.00105         0.000        9.5726         0.000 
         130.          730.       1.00105         0.000        9.5726         0.000 
         140.          730.       1.00105         0.000        9.5726         0.000 
         150.          730.       1.00105         0.000        9.5726         0.000 
         160.          730.       1.00105         0.000        9.5726         0.000 
         170.          730.       1.00105         0.000        9.5726         0.000 
         180.          730.       1.00105         0.000        9.5726         0.000 
         190.          730.       1.00104         0.000        9.5726         0.000 
         200.          730.       1.00104         0.000        9.5726         0.000 
         210.          730.       1.00104         0.000        9.5726         0.000 
         220.          730.       1.00104         0.000        9.5726         0.000 
         230.          730.       1.00104         0.000        9.5726         0.000 
         240.          730.       1.00104         0.000        9.5726         0.000 
         250.          730.       1.00104         0.000        9.5726         0.000 
         260.          730.       1.00104         0.000        9.5726         0.000 
         270.          730.       1.00104         0.000        9.5726         0.000 
         280.          730.       1.00104         0.000        9.5726         0.000 
         290.          730.       1.00104         0.000        9.5726         0.000 
         300.          730.       1.00104         0.000        9.5726         0.000 
         310.          730.       1.00104         0.000        9.5726         0.000 
         320.          730.       1.00104         0.000        9.5726         0.000 
         330.          730.       1.00104         0.000        9.5726         0.000 
         340.          730.       1.00103         0.000        9.5726         0.000 
         350.          730.       1.00103         0.000        9.5726         0.000 
         360.          730.       1.00103         0.000        9.5726         0.000 
         370.          730.       1.00103         0.000        9.5726         0.000 
         380.          730.       1.00103         0.000        9.5726         0.000 
         390.          730.       1.00103         0.000        9.5726         0.000 
         400.          730.       1.00103         0.000        9.5726         0.000 
         410.          730.       1.00103         0.000        9.5726         0.000 
         420.          730.       1.00103         0.000        9.5726         0.000 
         430.          730.       1.00103         0.000        9.5726         0.000 
         440.          730.       1.00103         0.000        9.5726         0.000 
         450.          730.       1.00103         0.000        9.5726         0.000 
         460.          730.       1.00103         0.000        9.5726         0.000 
         470.          730.       1.00103         0.000        9.5726         0.000 
         480.          730.       1.00103         0.000        9.5726         0.000 
         490.          730.       1.00103         0.000        9.5726         0.000 
         500.          730.       1.00102         0.000        9.5726         0.000 
         510.          730.       1.00102         0.000        9.5726         0.000 
         520.          730.       1.00102         0.000        9.5726         0.000 
         530.          730.       1.00102         0.000        9.5726         0.000 
         540.          730.       1.00102         0.000        9.5726         0.000 
         550.          730.       1.00102       360.000        9.5726       360.000 
         560.          730.       1.00102       360.000        9.5726       360.000 
         570.          730.       1.00102       360.000        9.5726       360.000 
         580.          730.       1.00102       360.000        9.5726       360.000 
         590.          730.       1.00102         0.000        9.5726         0.000 
         600.          730.       1.00102         0.000        9.5726         0.000 
         610.          730.       1.00102         0.000        9.5726         0.000 
         620.          730.       1.00102         0.000        9.5726         0.000 
         630.          730.       1.00102       360.000        9.5726       360.000 
         640.          730.       1.00101       359.999        9.5726       359.999 
         650.          730.       1.00099       359.997        9.5726       359.997 
         660.          730.       1.00096       359.993        9.5726       359.993 
         670.          730.       1.00089       359.987        9.5726       359.987 
         680.          730.       1.00079       359.979        9.5726       359.979 
         690.          730.       1.00065       359.967        9.5726       359.967 
         700.          730.       1.00046       359.953        9.5726       359.953 
         710.          730.       1.00020       359.934        9.5726       359.934 
         720.          730.       0.99989       359.912        9.5726       359.912 
         730.          730.       0.99950       359.886        9.5726       359.886 
         740.          730.       0.99904       359.857        9.5726       359.857 
         750.          730.       0.99851       359.824        9.5726       359.824 
         760.          730.       0.99791       359.787        9.5726       359.787 
         770.          730.       0.99723       359.748        9.5726       359.748 
         780.          730.       0.99648       359.705        9.5726       359.705 
         790.          730.       0.99567       359.661        9.5726       359.661 
         800.          730.       0.99480       359.614        9.5726       359.614 
         810.          730.       0.99387       359.566        9.5726       359.566 
         820.          730.       0.99289       359.516        9.5726       359.516 
         830.          730.       0.99186       359.466        9.5726       359.466 
         840.          730.       0.99080       359.414        9.5726       359.414 
         850.          730.       0.98970       359.363        9.5726       359.363 
         860.          730.       0.98857       359.312        9.5726       359.312 
         870.          730.       0.98742       359.261        9.5726       359.261 
         880.          730.       0.98625       359.210        9.5726       359.210 
         890.          730.       0.98507       359.161        9.5726       359.161 
         900.          730.       0.98388       359.112        9.5726       359.112 
         910.          730.       0.98269       359.064        9.5726       359.064 
         920.          730.       0.98150       359.018        9.5726       359.018 
         930.          730.       0.98031       358.973        9.5726       358.973 
         940.          730.       0.97913       358.930        9.5726       358.930 
         950.          730.       0.97797       358.888        9.5726       358.888 
         960.          730.       0.97682       358.848        9.5726       358.848 
         970.          730.       0.97568       358.810        9.5726       358.810 
         980.          730.       0.97456       358.773        9.5726       358.773 
         990.          730.       0.97347       358.738        9.5726       358.738 
        1000.          730.       0.97240       358.708        9.5726       358.708 
           0.          740.       1.00106         0.000        9.5726         0.000 
          10.          740.       1.00106         0.000        9.5726         0.000 
          20.          740.       1.00106         0.000        9.5726         0.000 
          30.          740.       1.00105         0.000        9.5726         0.000 
          40.          740.       1.00105         0.000        9.5726         0.000 
          50.          740.       1.00105         0.000        9.5726         0.000 
          60.          740.       1.00105         0.000        9.5726         0.000 
          70.          740.       1.00105         0.000        9.5726         0.000 
          80.          740.       1.00105         0.000        9.5726         0.000 
          90.          740.       1.00105         0.000        9.5726         0.000 
         100.          740.       1.00105         0.000        9.5726         0.000 
         110.          740.       1.00105         0.000        9.5726         0.000 
         120.          740.       1.00105         0.000        9.5726         0.000 
         130.          740.       1.00105         0.000        9.5726         0.000 
         140.          740.       1.00105         0.000        9.5726         0.000 
         150.          740.       1.00105         0.000        9.5726         0.000 
         160.          740.       1.00105         0.000        9.5726         0.000 
         170.          740.       1.00105         0.000        9.5726         0.000 
         180.          740.       1.00105         0.000        9.5726         0.000 
         190.          740.       1.00104         0.000        9.5726         0.000 
         200.          740.       1.00104         0.000        9.5726         0.000 
         210.          740.       1.00104         0.000        9.5726         0.000 
         220.          740.       1.00104         0.000        9.5726         0.000 
         230.          740.       1.00104         0.000        9.5726         0.000 
         240.          740.       1.00104         0.000        9.5726         0.000 
         250.          740.       1.00104         0.000        9.5726         0.000 
         260.          740.       1.00104         0.000        9.5726         0.000 
         270.          740.       1.00104         0.000        9.5726         0.000 
         280.          740.       1.00104         0.000        9.5726         0.000 
         290.          740.       1.00104         0.000        9.5726         0.000 
         300.          740.       1.00104         0.000        9.5726         0.000 
         310.          740.       1.00104         0.000        9.5726         0.000 
         320.          740.       1.00104         0.000        9.5726         0.000 
         330.          740.       1.00104         0.000        9.5726         0.000 
         340.          740.       1.00103         0.000        9.5726         0.000 
         350.          740.       1.00103         0.000        9.5726         0.000 
         360.          740.       1.00103         0.000        9.5726         0.000 
         370.          740.       1.00103         0.000        9.5726         0.000 
         380.          740.       1.00103         0.000        9.5726         0.000 
         390.          740.       1.00103         0.000        9.5726         0.000 
         400.          740.       1.00103         0.000        9.5726         0.000 
         410.          740.       1.00103         0.000        9.5726         0.000 
         420.          740.       1.00103         0.000        9.5726         0.000 
         430.          740.       1.00103         0.000        9.5726         0.000 
         440.          740.       1.00103         0.000        9.5726         0.000 
         450.          740.       1.00103         0.000        9.5726         0.000 
         460.          740.       1.00103         0.000        9.5726         0.000 
         470.          740.       1.00103         0.000        9.5726         0.000 
         480.          740.       1.00103         0.000        9.5726         0.000 
         490.          740.       1.00103         0.000        9.5726         0.000 
         500.          740.       1.00102         0.000        9.5726         0.000 
         510.          740.       1.00102         0.000        9.5726         0.000 
         520.          740.       1.00102         0.000        9.5726         0.000 
         530.          740.       1.00102         0.000        9.5726         0.000 
         540.          740.       1.00102         0.000        9.5726         0.000 
         550.          740.       1.00102         0.000        9.5726         0.000 
         560.          740.       1.00102       360.000        9.5726       360.000 
         570.          740.       1.00102       360.000        9.5726       360.000 
         580.          740.       1.00102       360.000        9.5726       360.000 
         590.          740.       1.00102       360.000        9.5726       360.000 
         600.          740.       1.00102       360.000        9.5726         0.000 
         610.          740.       1.00102         0.000        9.5726         0.000 
         620.          740.       1.00102         0.000        9.5726         0.000 
         630.          740.       1.00102       360.000        9.5726       360.000 
         640.          740.       1.00101       359.999        9.5726       359.999 
         650.          740.       1.00100       359.998        9.5726       359.998 
         660.          740.       1.00098       359.996        9.5726       359.996 
         670.          740.       1.00095       359.993        9.5726       359.993 
         680.          740.       1.00089       359.988        9.5726       359.988 
         690.          740.       1.00080       359.980        9.5726       359.980 
         700.          740.       1.00067       359.970        9.5726       359.970 
         710.          740.       1.00051       359.957        9.5726       359.957 
         720.          740.       1.00029       359.942        9.5726       359.942 
         730.          740.       1.00002       359.923        9.5726       359.923 
         740.          740.       0.99969       359.900        9.5726       359.900 
         750.          740.       0.99929       359.874        9.5726       359.875 
         760.          740.       0.99884       359.846        9.5726       359.846 
         770.          740.       0.99832       359.814        9.5726       359.814 
         780.          740.       0.99773       359.779        9.5726       359.779 
         790.          740.       0.99709       359.742        9.5726       359.742 
         800.          740.       0.99638       359.702        9.5726       359.702 
         810.          740.       0.99562       359.660        9.5726       359.660 
         820.          740.       0.99480       359.617        9.5726       359.617 
         830.          740.       0.99394       359.572        9.5726       359.572 
         840.          740.       0.99303       359.526        9.5726       359.526 
         850.          740.       0.99208       359.480        9.5726       359.480 
         860.          740.       0.99110       359.432        9.5726       359.432 
         870.          740.       0.99009       359.385        9.5726       359.385 
         880.          740.       0.98905       359.338        9.5726       359.338 
         890.          740.       0.98799       359.291        9.5726       359.291 
         900.          740.       0.98691       359.244        9.5726       359.244 
         910.          740.       0.98583       359.198        9.5726       359.198 
         920.          740.       0.98474       359.153        9.5726       359.153 
         930.          740.       0.98364       359.109        9.5726       359.109 
         940.          740.       0.98254       359.066        9.5726       359.066 
         950.          740.       0.98145       359.025        9.5726       359.025 
         960.          740.       0.98036       358.984        9.5726       358.984 
         970.          740.       0.97928       358.945        9.5726       358.945 
         980.          740.       0.97821       358.908        9.5726       358.908 
         990.          740.       0.97716       358.871        9.5726       358.871 
        1000.          740.       0.97612       358.839        9.5726       358.839 
           0.          750.       1.00106         0.000        9.5726         0.000 
          10.          750.       1.00106         0.000        9.5726         0.000 
          20.          750.       1.00106         0.000        9.5726         0.000 
          30.          750.       1.00105         0.000        9.5726         0.000 
          40.          750.       1.00105         0.000        9.5726         0.000 
          50.          750.       1.00105         0.000        9.5726         0.000 
          60.          750.       1.00105         0.000        9.5726         0.000 
          70.          750.       1.00105         0.000        9.5726         0.000 
          80.          750.       1.00105         0.000        9.5726         0.000 
          90.          750.       1.00105         0.000        9.5726         0.000 
         100.          750.       1.00105         0.000        9.5726         0.000 
         110.          750.       1.00105         0.000        9.5726         0.000 
         120.          750.       1.00105         0.000        9.5726         0.000 
         130.          750.       1.00105         0.000        9.5726         0.000 
         140.          750.       1.00105         0.000        9.5726         0.000 
         150.          750.       1.00105         0.000        9.5726         0.000 
         160.          750.       1.00105         0.000        9.5726         0.000 
         170.          750.       1.00105         0.000        9.5726         0.000 
         180.          750.       1.00105         0.000        9.5726         0.000 
         190.          750.       1.00104         0.000        9.5726         0.000 
         200.          750.       1.00104         0.000        9.5726         0.000 
         210.          750.       1.00104         0.000        9.5726         0.000 
         220.          750.       1.00104         0.000        9.5726         0.000 
         230.          750.       1.00104         0.000        9.5726         0.000 
         240.          750.       1.00104         0.000        9.5726         0.000 
         250.          750.       1.00104         0.000        9.5726         0.000 
         260.          750.       1.00104         0.000        9.5726         0.000 
         270.          750.       1.00104         0.000        9.5726         0.000 
         280.          750.       1.00104         0.000        9.5726         0.000 
         290.          750.       1.00104         0.000        9.5726         0.000 
         300.          750.       1.00104         0.000        9.5726         0.000 
         310.          750.       1.00104         0.000        9.5726         0.000 
         320.          750.       1.00104         0.000        9.5726         0.000 
         330.          750.       1.00104         0.000        9.5726         0.000 
         340.          750.       1.00103         0.000        9.5726         0.000 
         350.          750.       1.00103         0.000        9.5726         0.000 
         360.          750.       1.00103         0.000        9.5726         0.000 
         370.          750.       1.00103         0.000        9.5726         0.000 
         380.          750.       1.00103         0.000        9.5726         0.000 
         390.          750.       1.00103         0.000        9.5726         0.000 
         400.          750.       1.00103         0.000        9.5726         0.000 
         410.          750.       1.00103         0.000        9.5726         0.000 
         420.          750.       1.00103         0.000        9.5726         0.000 
         430.          750.       1.00103         0.000        9.5726         0.000 
         440.          750.       1.00103         0.000        9.5726         0.000 
         450.          750.       1.00103         0.000        9.5726         0.000 
         460.          750.       1.00103         0.000        9.5726         0.000 
         470.          750.       1.00103         0.000        9.5726         0.000 
         480.          750.       1.00103         0.000        9.5726         0.000 
         490.          750.       1.00103         0.000        9.5726         0.000 
         500.          750.       1.00102         0.000        9.5726         0.000 
         510.          750.       1.00102         0.000        9.5726         0.000 
         520.          750.       1.00102         0.000        9.5726         0.000 
         530.          750.       1.00102         0.000        9.5726         0.000 
         540.          750.       1.00102         0.000        9.5726         0.000 
         550.          750.       1.00102         0.000        9.5726         0.000 
         560.          750.       1.00102       360.000        9.5726         0.000 
         570.          750.       1.00102       360.000        9.5726       360.000 
         580.          750.       1.00102       360.000        9.5726       360.000 
         590.          750.       1.00102       360.000        9.5726       360.000 
         600.          750.       1.00102       360.000        9.5726       360.000 
         610.          750.       1.00102       360.000        9.5726       360.000 
         620.          750.       1.00102       360.000        9.5726       360.000 
         630.          750.       1.00102       360.000        9.5726       360.000 
         640.          750.       1.00101       360.000        9.5726       360.000 
         650.          750.       1.00101       359.999        9.5726       359.999 
         660.          750.       1.00100       359.998        9.5726       359.998 
         670.          750.       1.00098       359.996        9.5726       359.996 
         680.          750.       1.00094       359.993        9.5726       359.993 
         690.          750.       1.00089       359.988        9.5726       359.988 
         700.          750.       1.00081       359.981        9.5726       359.981 
         710.          750.       1.00070       359.973        9.5726       359.973 
         720.          750.       1.00055       359.961        9.5726       359.961 
         730.          750.       1.00036       359.948        9.5726       359.948 
         740.          750.       1.00013       359.931        9.5726       359.931 
         750.          750.       0.99984       359.911        9.5726       359.911 
         760.          750.       0.99950       359.889        9.5726       359.889 
         770.          750.       0.99911       359.864        9.5726       359.864 
         780.          750.       0.99866       359.836        9.5726       359.836 
         790.          750.       0.99815       359.805        9.5726       359.805 
         800.          750.       0.99759       359.772        9.5726       359.772 
         810.          750.       0.99697       359.737        9.5726       359.737 
         820.          750.       0.99630       359.699        9.5726       359.699 
         830.          750.       0.99558       359.660        9.5726       359.660 
         840.          750.       0.99482       359.620        9.5726       359.620 
         850.          750.       0.99401       359.578        9.5726       359.578 
         860.          750.       0.99316       359.536        9.5726       359.536 
         870.          750.       0.99228       359.493        9.5726       359.493 
         880.          750.       0.99137       359.449        9.5726       359.449 
         890.          750.       0.99044       359.405        9.5726       359.405 
         900.          750.       0.98948       359.361        9.5726       359.361 
         910.          750.       0.98850       359.318        9.5726       359.318 
         920.          750.       0.98751       359.275        9.5726       359.275 
         930.          750.       0.98651       359.232        9.5726       359.232 
         940.          750.       0.98550       359.191        9.5726       359.191 
         950.          750.       0.98449       359.150        9.5726       359.150 
         960.          750.       0.98347       359.110        9.5726       359.110 
         970.          750.       0.98246       359.071        9.5726       359.071 
         980.          750.       0.98145       359.033        9.5726       359.033 
         990.          750.       0.98045       358.996        9.5726       358.997 
        1000.          750.       0.97945       358.963        9.5726       358.963 
           0.          760.       1.00106         0.000        9.5726         0.000 
          10.          760.       1.00106         0.000        9.5726         0.000 
          20.          760.       1.00106         0.000        9.5726         0.000 
          30.          760.       1.00105         0.000        9.5726         0.000 
          40.          760.       1.00105         0.000        9.5726         0.000 
          50.          760.       1.00105         0.000        9.5726         0.000 
          60.          760.       1.00105         0.000        9.5726         0.000 
          70.          760.       1.00105         0.000        9.5726         0.000 
          80.          760.       1.00105         0.000        9.5726         0.000 
          90.          760.       1.00105         0.000        9.5726         0.000 
         100.          760.       1.00105         0.000        9.5726         0.000 
         110.          760.       1.00105         0.000        9.5726         0.000 
         120.          760.       1.00105         0.000        9.5726         0.000 
         130.          760.       1.00105         0.000        9.5726         0.000 
         140.          760.       1.00105         0.000        9.5726         0.000 
         150.          760.       1.00105         0.000        9.5726         0.000 
         160.          760.       1.00105         0.000        9.5726         0.000 
         170.          760.       1.00105         0.000        9.5726         0.000 
         180.          760.       1.00105         0.000        9.5726         0.000 
         190.          760.       1.00104         0.000        9.5726         0.000 
